PROVIDER_SPECIALTY_CODE,837P5010,0,,,,,Provider Taxonomy,1,50,EDIT,,Provider Taxonomy,,,25,Taxonomy,,"set toDate [getField CLAIM.STMTTO]
set fromDate [getField CLAIM.STMTFR]

if {[IsPresent]} {
   if { [IsValidCode TAXOMY $thisvalue] != 1 } {
      setError ""Invalid Taxonomy Code""
      return
   } 
   if {[IsPresent $fromDate]} {
      if {[IsPresent $toDate]} {
         if {[IsValidCode TAXOMY $thisvalue $fromDate $toDate]!=1} {
            setError ""Taxonomy Code Not Valid For Statement Date""
             return
         }     
      } else {
         if {[IsValidCode TAXOMY $thisvalue $fromDate]!=1} {
            setError ""Taxonomy Code Not Valid For Statement Date""
            return
         }         
      }
   }   
} else {
   if {[IsPresent [getField PROVIDER_CODE]]} {
      setError ""Taxonomy Code is Required""
   }
}",2013200011 2011115007 2010316003,,2000A,PRV,3,R,AN,,127,50,ARCAID. COMM. MCAR. MPA. MCBRR.,3023,5711,Y,          ,2019-04-26-09.48.09.520398,"If present, Taxonomy Code (2000A PRV03) must be a valid code on the Statement Date. Statement Date range is derived from the earliest Service Date (2400 DTP03) to the latest Service Date on the claim.
If 2000A loop is present, Taxonomy Code is required.

2010316003-11/22/2010-RMP-created for MCAR/MPA
2011115007 - 04/28/2011 - slc - added COMM and ARCAID
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",,1052,
BILLINGPROVTYPE,837P5010,0,,,0,0,Billing Provider Entity Type,1,1,LIST,1|2,Entity Type,,,1,Entity Type,,"if {[IsPresent]} {
  if {![CWL ""1,2""]} {setError ""Entity Type Qualifier Must Be 1 Or 2"" }
}",2013200011 2013140007 2013123008 2012292012 5010 Implementation,,2010AA,NM1,2,R,ID,,1065,50,AO. ARCAID. BAWM. BCBS. COMM. FEP. HA. ITS. MCAR. MPA. USAA. USABLE. USAL. TYSN. BCBSX. BCBSAMI. BCBSSH. MCBRR.,1940,5713,Y,,2019-04-26-09.47.49.743913,"If present, must be a 1 or 2 or error message ""Entity Type Qualifier Must Be 1 Or 2"" will display.

01/12/2009-DMC-Created per Protrac 2008296010.
2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",,1054,
BILLING_LN,837P5010,0,,,0,0,Billing Provider Last Name/Org Name,1,60,EDIT,,Billing Provider Last Name/Org Name,,,25,Last/Org Nm,,"#requires edit 0 be run to set some initial global variables.
#if no ref seg info and lob then exit the edit.
set sub_id [getField CLAIM.SUBEIN]
set pyr_key [getField CLAIM.PAYER_KEY]
if { $sub_id == ""X0020"" } {
  if { $pyr_key == ""ACCESSONLY"" } { return }
  set verified [verify2010AA_5]
} else {
  set verified [verify2010AA_5]
}
set bill [getField BILLING_LN]
if { [IsPresent $bill]} {
   if { ![ValidCharSet ""$BIG_CHARS_LIST"" $bill] } { setError ""Last Name/Organization Name Contains Invalid Character(s)"" }
}

",2013140007 2013123008 2012292012 2010316003 2007241017 TASK 613,,2010AA,NM1,3,R,AN,,1035,48,AO. ARCAID. BAWM. BCBS. COMM. FEP. HA. ITS. USAA. USABLE. USAL. TYSN. BCBSX. BCBSAMI. BCBSSH.,1755,5714,Y,,2019-04-26-09.47.41.345712,"The LOB required ref segment qualifier can only be present 1 time in the 2010AA Billing Provider Loop.

Error if the 2010AA Ref02 Billing Provider Number for the required ref segment qualifier is all 0's.

Error if either the 2010AA Billing Provider Ref Segment Qualifier or Number are missing when the other is present.

Error out any Required Fields that are Missing Data.

For Dakota claims, Please Refile Claim with correct provider number or thru your local blue cross plan.
For Dakota AO, do not validate if Provider number is missing.

Billing Last Name/Org Name cannot contain invalid characters.
2010316003-11/23/2010-DMC-Removed Medicare and MediPak from edit.



2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline",,1055,
BILLING_LN,837P5010,0,,,0,0,Billing Provider Last Name/Org Name,1,60,EDIT,,Billing Provider Last Name/Org Name,,,25,Last/Org Nm,,"if {[IsPresent]!=1} {
   setError ""Billing Provider Name Is A Required Field."" 
   return
}
set len [string length $thisvalue]
if { ![ValidCharSet ""$BIG_CHARS_LIST""] } { 
  setError ""Billing Provider Name Cannot Contain Invalid Character(s)""
  return
 }
if {($len>60)} {setError ""Length of Billing Provider Name Must Not Exceed 60 Characters.""}
",2013200011 2010326002,,2010AA,NM1,3,R,AN,,1035,50,MCAR. MPA. MCBRR.,3062,5714,Y,,2019-04-26-09.48.11.944900,"If the Billing Provider last name (or organization name) (2010AA NM103) is not present, the claim will reject.
If the Billing Provider last name (or organization name) (2010AA NM103) contains invalid characters, or is longer in length than 60 characters, the claim will reject.

2010326002-11/30/2010-DMC-Revised per Medicare 5010 conversion.
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",,1055,
BILLING_FN,837P5010,0,,,0,0,Billing Provider First Name,1,35,EDIT,,Billing Provider First Name,,,15,First Nm,,"set len [string length $thisvalue]
if {[IsPresent]} {
  if { ![ValidCharSet ""$BIG_CHARS_LIST""] } { 
    setError ""Billing Provider First Name Cannot Contain Invalid Character(s)""
    return
   } 
  if {($len>35)} {setError ""Length of Billing Provider First Name Must Not Exceed 35 Characters.""}
}",2013200011 2011115007 2010326002,,2010AA,NM1,4,S,AN,,1036,50,ARCAID. COMM. MCAR. MPA. MCBRR.,1756,5715,Y,,2019-04-26-09.47.41.417450,"If the Billing Provider first name (or organization name) (2010AA NM104) contains invalid characters, or is longer in length than 35 characters, the claim will reject.

2010326002-11/30/2010-DMC-Revised per Medicare 5010 conversion.
2011115007 - 04/28/2011 - slc - add COMM.

2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",,1056,
BILLING_MI,837P5010,0,,,0,0,Billing Provider Middle Name,1,25,EDIT,,Billing Provider Middle Name,,,25,Middle Name,,"set BillProv [getField BILLINGPROVTYPE]
if {($BillProv==""2"")} {
  if {[IsPresent]} {
    setError ""Billing Provider Middle Name Must Not Be Present If This Is A Non-Person Name.""
    return
  }
}
if {[IsPresent]} {
  if {![ValidCharSet $BIG_CHARS_LIST]} {
    setError ""Billing Provider Middle Name Contains Invalid Characters.""
    return
  }
  set len [string length $thisvalue]
  if {($len>25)} {setError ""Billing Provider Middle Name Cannot Exceed 25 Characters."" }
  if { $vScript==""MCAR."" || $vScript==""MPA."" || $vScript==""MCBRR."" } {
   set first [string range $thisvalue 0 0]
   if {[IsText $first]!=1} {
    setError ""Billing Provider Middle Name Must Start With An Alpha Character.""
   }
 }
}",2013200011 2013064014 2011115007 2010326002,,2010AA,NM1,5,S,AN,,1037,50,ARCAID. COMM. MCAR. MCBRR. MPA. ,3060,5716,Y,,2019-04-03-13.26.17.055048,"If the Billing Provider Type field (2010AA NM102) contains ""2"" (non-person entity), and the Billing Provider Middle name (2010AA NM105) is present, the claim will reject.
If the Billing Provider Middle name (2010AA NM105) is present, and contains invalid characters, the claim will reject.
If the Billing Provider Middle name (2010AA NM105) is present, and contains more than 25 characters, the claim will reject.
If this is a Medicare or MediPak Advantage claim, and the Billing Provider Middle name (2010AA NM105) is present and contains a non-alpha character in first position, the claim will reject.


2010326002-11/30/2010-DMC-Revised per Medicare 5010 conversion.
2011115007 - 04/28/2011 - slc - add COMM.
2013064014 - 03/08/2013 - dmc - added alpha required as first character.
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",,1057,
BILLING_SUFF,837P5010,0,,,0,0,Billing Provider Suffix,1,10,EDIT,,Billing Suffix,,,10,Suffix,,"set BillProv [getField BILLINGPROVTYPE]
if {($BillProv==""2"")} {
  if {[IsPresent]} {
    setError ""Billing Provider Suffix Must Not Be Present If This Is A Non-Person Name.""
    return
  }
}
if {[IsPresent]} {
  if {![ValidCharSet #$BIG_CHARS_LIST]} {
    setError ""Billing Provider Suffix Contains Invalid Characters.""
    return
  }
  set len [string length $thisvalue]
  if {($len>10)} {setError ""Billing Provider Suffix Cannot Exceed 10 Characters."" }
}
",2013200011 2011115007 2010326002,,2010AA,NM1,7,S,AN,,1039,50,ARCAID. COMM. MCAR. MPA. MCBRR.,3061,5717,Y,,2019-04-26-09.48.11.872987,"If the Billing Provider Type field (2010AA NM102) contains ""2"" (non-person entity), and the Billing Provider Suffix (2010AA NM107) is present, the claim will reject.
If the Billing Provider Suffix (2010AA NM107) is present, and contains invalid characters, the claim will reject.
If the Billing Provider Suffix (2010AA NM107) is present, and contains more than 10 characters, the claim will reject.

2010326002-11/30/2010-DMC-Revised per Medicare 5010 conversion.
2011115007 - 04/28/2011 - slc - add COMM & ARCAID
2013200011 - 07/24/2013 - slc - added Medicare Part B Railroad Payer to edit for baseline",,1058,
BILLINGPROVIDER,837P5010,0,,,0,0,Billing Provider NPI,2,80,EDIT,,Billing Provider NPI,,zapPrvUPI();,15,NPI,,"set optout [getField PAYTO_OPTOUT]
if {$optout == ""Y""} {
   setError ""Provider has opted-out of Medicare. Provider Cannot File to Medipak Advantage.""
}",2016314030,,2010AA,NM1,9,R,AN,,67,50,MPA. ,3471,5718,Y,,2019-04-03-13.26.47.004502,"Providers who ""opt-out"" of the Medicare program cannot receive payment for services rendered to Medi-Pak Advantage members.

2016314030 - rmt - 12/1/2016 - implementation",,1060,
BILLINGPROVIDER,837P5010,0,,,0,0,Billing Provider NPI,2,80,EDIT,,Billing Provider NPI,,zapPrvUPI();,15,NPI,,"if {[IsPresent [getField CLAIM.STMTTO]]} {
   set svc_to [getField CLAIM.STMTTO]
   if {[CompDateFields "">"" ""12/31/2015"" $svc_to]} {
      #want to return here, pass to mpa
      return
   } else {
      setError ""Medi-Pak Advantage is no longer accepting 2015 claims. This change went into effect on 3/31/2017. We apologize for the inconvenience"" SVCFROM
      set terminate 1
   }
} else {
   if {[IsPresent [getField SVCDATE]]} {
      set svc_fr [getField SVCDATE]
   } else {
      set svc_fr [getField CLAIM.STMTFR]
   }
   if {[CompDateFields ""<"" ""01/01/2016"" $svc_fr]} {
      setError ""Medi-Pak Advantage is no longer accepting 2015 claims. This change went into effect on 3/31/2017. We apologize for the inconvenience"" SVCFROM
      set terminate 1
   }
}",2017086051,,2010AA,NM1,9,R,AN,,67,50,MPA. ,3480,5718,Y,,2019-04-03-13.26.47.526300,2017086051 - rmt - 04/20/2017 - AHIN will no longer process Medi-Pak Advantage claims with date of service prior to 1/1/2016. ,,1060,
BILLINGPROVIDER,837P5010,0,,,0,0,Billing Provider NPI,2,80,EDIT,,Billing Provider NPI,,zapPrvUPI();,15,NPI,,"set typecd [getField CLAIM.PAYTO_TYPE_CD]
set trmcd [string trim $typecd]
set paytotype [getField CLAIM.PAYTO_PRVTYPE]
set payorg [getField CLAIM.PYR_ORG_ID]
set submitid [getField CLAIM.SUBEIN]

if {($payorg==""011B63"")||($payorg==""000002"")||($payorg==""0119C7"")||($payorg==""0119C8"")} {
   if {($submitid==""X0020"")} {
      return
   }
}
if {$paytotype==""F""} {
   if {$trmcd==""H""|| $trmcd==""A"" || $trmcd==""T""} {
      setError ""Professional Services Cannot be Submitted with a Hospital/Facility Pay To/Billing Provider NPI""
      return
    }
}",2013140007 2013123008 2012292012 2010320016 2010246026 20101720,,2010AA,NM1,9,R,AN,,67,50,BAWM. BCBS. FEP. HA. ITS. USAA. USABLE. USAL. TYSN. BCBSX. BCBSAMI. BCBSSH.,2628,5718,Y,,2019-04-26-09.48.01.799880,"If BA is payer and it's a paper claim, do not edit
if payto_prvtype (flag from SP) is 'F' (facility) && payto_type_cd (flag from SP) is 'H' (hospital), 'A' (ambulatory surgery), or 'T' (home infusion) then the claim will error because Professional services cannot be submitted with a hospital/facility payto/billing NPI

2010246026 - 9/16/10 - fmb - updated documentation.
2010267008 - 10/14/10 - fmb - added BCBS
2010267009 - 10/14/10 - fmb - added ITS
2010320016 - 11/16/10 - fmb - added functionality to exclude BA paper claims from edit
2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline",,1060,
BILLINGPROVIDER,837P5010,0,,,0,0,Billing Provider NPI,2,80,EDIT,,Billing Provider NPI,,zapPrvUPI();,15,NPI,,"set spec [getField PAYTO_SPEC01]
if {($spec==""0FA"")} {
   setError ""The Provider Specialty is Not Accepted by this Payer""
}",2013213014,,2010AA,NM1,9,R,AN,,67,50,BAWM. BCBS. BCBSAMI. BCBSSH. BCBSX. FEP. HA. TYSN. USAA. USABLE. ,3387,5718,Y,,2019-04-03-13.26.40.813220,"RN First Assistant specialty is not accepted.

2013213014 - 9/12/2013 - rmt -  reject claims with provider specialties of RN First Assistant",,1060,
